Group,Year,Quarter,Registrations,Year_Quarter,QoQ_pct
4W,2023,Q3,292576.0,2023-Q3,-91.31
4W,2023,Q3,30590.0,2023-Q3,-89.54
4W,2023,Q3,6594.0,2023-Q3,-78.44
4W,2023,Q3,29589.0,2023-Q3,348.73
4W,2023,Q4,496.0,2023-Q4,-98.32
4W,2023,Q4,47869.0,2023-Q4,9551.01
4W,2023,Q4,1283.0,2023-Q4,-97.32
4W,2023,Q4,2030.0,2023-Q4,58.22
4W,2023,Q4,131628.0,2023-Q4,6384.14
4W,2023,Q4,936492.0,2023-Q4,611.47
4W,2023,Q4,23272.0,2023-Q4,-97.51
4W,2023,Q4,10552.0,2023-Q4,-54.66
4W,2023,Q4,3931.0,2023-Q4,-62.75
4W,2023,Q4,1316.0,2023-Q4,-66.52
4W,2023,Q4,813.0,2023-Q4,-38.22
4W,2023,Q4,68560.0,2023-Q4,8332.96
4W,2023,Q4,1565.0,2023-Q4,-97.72
4W,2023,Q4,3888.0,2023-Q4,148.43
4W,2023,Q4,158684.0,2023-Q4,3981.38
4W,2023,Q4,1117867.0,2023-Q4,604.46
4W,2023,Q4,46655.0,2023-Q4,-95.83
4W,2023,Q4,8863.0,2023-Q4,-81.0
4W,2023,Q4,4105.0,2023-Q4,-53.68
4W,2023,Q4,3983.0,2023-Q4,-2.97
4W,2023,Q4,902.0,2023-Q4,-77.35
4W,2023,Q4,74860.0,2023-Q4,8199.33
4W,2023,Q4,1251.0,2023-Q4,-98.33
4W,2023,Q4,5678.0,2023-Q4,353.88
4W,2023,Q4,157469.0,2023-Q4,2673.32
4W,2023,Q4,1159889.0,2023-Q4,636.58
4W,2023,Q4,74478.0,2023-Q4,-93.58
4W,2023,Q4,9772.0,2023-Q4,-86.88
4W,2023,Q4,3043.0,2023-Q4,-68.86
4W,2023,Q4,5238.0,2023-Q4,72.13
4W,2023,Q4,855.0,2023-Q4,-83.68
4W,2023,Q4,68283.0,2023-Q4,7886.32
4W,2023,Q4,1023.0,2023-Q4,-98.5
4W,2023,Q4,8477.0,2023-Q4,728.64
4W,2023,Q4,155230.0,2023-Q4,1731.19
4W,2023,Q4,1293406.0,2023-Q4,733.22
4W,2023,Q4,81625.0,2023-Q4,-93.69
4W,2023,Q4,9583.0,2023-Q4,-88.26
4W,2023,Q4,2850.0,2023-Q4,-70.26
4W,2023,Q4,5685.0,2023-Q4,99.47
4W,2023,Q4,,2023-Q4,0.0
4W,2023,Q4,,2023-Q4,0.0
4W,2023,Q4,,2023-Q4,0.0
4W,2023,Q4,,2023-Q4,0.0
4W,2023,Q4,,2023-Q4,0.0
4W,2023,Q4,,2023-Q4,0.0
4W,2023,Q4,,2023-Q4,0.0
4W,2023,Q4,,2023-Q4,0.0
4W,2023,Q4,,2023-Q4,0.0
4W,2023,Q4,,2023-Q4,0.0
4W,2024,Q1,618.0,2024-Q1,-89.13
4W,2024,Q1,52329.0,2024-Q1,8367.48
4W,2024,Q1,1470.0,2024-Q1,-97.19
4W,2024,Q1,1407.0,2024-Q1,-4.29
4W,2024,Q1,143973.0,2024-Q1,10132.62
4W,2024,Q1,1109097.0,2024-Q1,670.35
4W,2024,Q1,23184.0,2024-Q1,-97.91
4W,2024,Q1,12403.0,2024-Q1,-46.5
4W,2024,Q1,5985.0,2024-Q1,-51.75
4W,2024,Q1,1509.0,2024-Q1,-74.79
4W,2024,Q1,666.0,2024-Q1,-55.86
4W,2024,Q1,66227.0,2024-Q1,9843.99
4W,2024,Q1,1464.0,2024-Q1,-97.79
4W,2024,Q1,2910.0,2024-Q1,98.77
4W,2024,Q1,148228.0,2024-Q1,4993.75
4W,2024,Q1,1008409.0,2024-Q1,580.31
4W,2024,Q1,29445.0,2024-Q1,-97.08
4W,2024,Q1,11113.0,2024-Q1,-62.26
4W,2024,Q1,3924.0,2024-Q1,-64.69
4W,2024,Q1,1823.0,2024-Q1,-53.54
4W,2024,Q1,813.0,2024-Q1,-55.4
4W,2024,Q1,85363.0,2024-Q1,10399.75
4W,2024,Q1,1491.0,2024-Q1,-98.25
4W,2024,Q1,5186.0,2024-Q1,247.82
4W,2024,Q1,163087.0,2024-Q1,3044.76
4W,2024,Q1,1144394.0,2024-Q1,601.71
4W,2024,Q1,55606.0,2024-Q1,-95.14
4W,2024,Q1,9553.0,2024-Q1,-82.82
4W,2024,Q1,3294.0,2024-Q1,-65.52
4W,2024,Q1,5106.0,2024-Q1,55.01
4W,2024,Q1,987.0,2024-Q1,-80.67
4W,2024,Q1,81261.0,2024-Q1,8133.13
4W,2024,Q1,1250.0,2024-Q1,-98.46
4W,2024,Q1,8346.0,2024-Q1,567.68
4W,2024,Q1,158622.0,2024-Q1,1800.58
4W,2024,Q1,1217099.0,2024-Q1,667.3
4W,2024,Q1,95384.0,2024-Q1,-92.16
4W,2024,Q1,9687.0,2024-Q1,-89.84
4W,2024,Q1,3238.0,2024-Q1,-66.57
4W,2024,Q1,6796.0,2024-Q1,109.88
4W,2024,Q1,825.0,2024-Q1,-87.86
4W,2024,Q1,76555.0,2024-Q1,9179.39
4W,2024,Q1,1194.0,2024-Q1,-98.44
4W,2024,Q1,8964.0,2024-Q1,650.75
4W,2024,Q1,160394.0,2024-Q1,1689.31
4W,2024,Q1,1282945.0,2024-Q1,699.87
4W,2024,Q1,99894.0,2024-Q1,-92.21
4W,2024,Q1,11231.0,2024-Q1,-88.76
4W,2024,Q1,2870.0,2024-Q1,-74.45
4W,2024,Q1,7671.0,2024-Q1,167.28
4W,2024,Q2,466.0,2024-Q2,-93.93
4W,2024,Q2,33058.0,2024-Q2,6993.99
4W,2024,Q2,850.0,2024-Q2,-97.43
4W,2024,Q2,1444.0,2024-Q2,69.88
4W,2024,Q2,76328.0,2024-Q2,5185.87
4W,2024,Q2,629999.0,2024-Q2,725.38
4W,2024,Q2,15250.0,2024-Q2,-97.58
4W,2024,Q2,6443.0,2024-Q2,-57.75
4W,2024,Q2,2695.0,2024-Q2,-58.17
4W,2024,Q2,1001.0,2024-Q2,-62.86
4W,2024,Q2,644.0,2024-Q2,-35.66
4W,2024,Q2,68880.0,2024-Q2,10595.65
4W,2024,Q2,1433.0,2024-Q2,-97.92
4W,2024,Q2,2809.0,2024-Q2,96.02
4W,2024,Q2,141112.0,2024-Q2,4923.57
4W,2024,Q2,1006936.0,2024-Q2,613.57
4W,2024,Q2,39241.0,2024-Q2,-96.1
4W,2024,Q2,9931.0,2024-Q2,-74.69
4W,2024,Q2,3469.0,2024-Q2,-65.07
4W,2024,Q2,4376.0,2024-Q2,26.15
4W,2024,Q2,937.0,2024-Q2,-78.59
4W,2024,Q2,75933.0,2024-Q2,8003.84
4W,2024,Q2,1727.0,2024-Q2,-97.73
4W,2024,Q2,6101.0,2024-Q2,253.27
4W,2024,Q2,138703.0,2024-Q2,2173.45
4W,2024,Q2,1049479.0,2024-Q2,656.64
4W,2024,Q2,68760.0,2024-Q2,-93.45
4W,2024,Q2,9003.0,2024-Q2,-86.91
4W,2024,Q2,2857.0,2024-Q2,-68.27
4W,2024,Q2,8822.0,2024-Q2,208.79
4W,2024,Q2,974.0,2024-Q2,-88.96
4W,2024,Q2,72145.0,2024-Q2,7307.08
4W,2024,Q2,1210.0,2024-Q2,-98.32
4W,2024,Q2,7967.0,2024-Q2,558.43
4W,2024,Q2,135789.0,2024-Q2,1604.39
4W,2024,Q2,1054954.0,2024-Q2,676.91
4W,2024,Q2,94353.0,2024-Q2,-91.06
4W,2024,Q2,9179.0,2024-Q2,-90.27
4W,2024,Q2,2609.0,2024-Q2,-71.58
4W,2024,Q2,9807.0,2024-Q2,275.89
4W,2024,Q2,798.0,2024-Q2,-91.86
4W,2024,Q2,68640.0,2024-Q2,8501.5
4W,2024,Q2,1339.0,2024-Q2,-98.05
4W,2024,Q2,9521.0,2024-Q2,611.05
4W,2024,Q2,135859.0,2024-Q2,1326.94
4W,2024,Q2,1098014.0,2024-Q2,708.2
4W,2024,Q2,98266.0,2024-Q2,-91.05
4W,2024,Q2,10249.0,2024-Q2,-89.57
4W,2024,Q2,2486.0,2024-Q2,-75.74
4W,2024,Q2,11380.0,2024-Q2,357.76
4W,2024,Q3,595.0,2024-Q3,-94.77
4W,2024,Q3,39706.0,2024-Q3,6573.28
4W,2024,Q3,1150.0,2024-Q3,-97.1
4W,2024,Q3,1792.0,2024-Q3,55.83
4W,2024,Q3,130471.0,2024-Q3,7180.75
4W,2024,Q3,1038327.0,2024-Q3,695.83
4W,2024,Q3,23218.0,2024-Q3,-97.76
4W,2024,Q3,9281.0,2024-Q3,-60.03
4W,2024,Q3,4548.0,2024-Q3,-51.0
4W,2024,Q3,1196.0,2024-Q3,-73.7
4W,2024,Q3,684.0,2024-Q3,-42.81
4W,2024,Q3,58411.0,2024-Q3,8439.62
4W,2024,Q3,1279.0,2024-Q3,-97.81
4W,2024,Q3,3813.0,2024-Q3,198.12
4W,2024,Q3,145166.0,2024-Q3,3707.13
4W,2024,Q3,1000573.0,2024-Q3,589.26
4W,2024,Q3,49534.0,2024-Q3,-95.05
4W,2024,Q3,8545.0,2024-Q3,-82.75
4W,2024,Q3,3236.0,2024-Q3,-62.13
4W,2024,Q3,5914.0,2024-Q3,82.76
4W,2024,Q3,903.0,2024-Q3,-84.73
4W,2024,Q3,64951.0,2024-Q3,7092.8
4W,2024,Q3,1312.0,2024-Q3,-97.98
4W,2024,Q3,4740.0,2024-Q3,261.28
4W,2024,Q3,144016.0,2024-Q3,2938.31
4W,2024,Q3,1085068.0,2024-Q3,653.44
4W,2024,Q3,86080.0,2024-Q3,-92.07
4W,2024,Q3,9122.0,2024-Q3,-89.4
4W,2024,Q3,2508.0,2024-Q3,-72.51
4W,2024,Q3,7973.0,2024-Q3,217.9
4W,2024,Q3,730.0,2024-Q3,-90.84
4W,2024,Q3,60308.0,2024-Q3,8161.37
4W,2024,Q3,1011.0,2024-Q3,-98.32
4W,2024,Q3,7818.0,2024-Q3,673.29
4W,2024,Q3,134314.0,2024-Q3,1618.01
4W,2024,Q3,1050148.0,2024-Q3,681.86
4W,2024,Q3,93253.0,2024-Q3,-91.12
4W,2024,Q3,9532.0,2024-Q3,-89.78
4W,2024,Q3,2235.0,2024-Q3,-76.55
4W,2024,Q3,8653.0,2024-Q3,287.16
4W,2024,Q3,2305.0,2024-Q3,-73.36
4W,2024,Q3,197605.0,2024-Q3,8472.89
4W,2024,Q3,3037.0,2024-Q3,-98.46
4W,2024,Q3,28043.0,2024-Q3,823.38
4W,2024,Q3,418573.0,2024-Q3,1392.61
4W,2024,Q3,3367247.0,2024-Q3,704.46
4W,2024,Q3,292576.0,2024-Q3,-91.31
4W,2024,Q3,30590.0,2024-Q3,-89.54
4W,2024,Q3,6594.0,2024-Q3,-78.44
4W,2024,Q3,29589.0,2024-Q3,348.73
4W,2024,Q4,496.0,2024-Q4,-98.32
4W,2024,Q4,47869.0,2024-Q4,9551.01
4W,2024,Q4,1283.0,2024-Q4,-97.32
4W,2024,Q4,2030.0,2024-Q4,58.22
4W,2024,Q4,131628.0,2024-Q4,6384.14
4W,2024,Q4,936492.0,2024-Q4,611.47
4W,2024,Q4,23272.0,2024-Q4,-97.51
4W,2024,Q4,10552.0,2024-Q4,-54.66
4W,2024,Q4,3931.0,2024-Q4,-62.75
4W,2024,Q4,1316.0,2024-Q4,-66.52
4W,2024,Q4,813.0,2024-Q4,-38.22
4W,2024,Q4,68560.0,2024-Q4,8332.96
4W,2024,Q4,1565.0,2024-Q4,-97.72
4W,2024,Q4,3888.0,2024-Q4,148.43
4W,2024,Q4,158684.0,2024-Q4,3981.38
4W,2024,Q4,1117867.0,2024-Q4,604.46
4W,2024,Q4,46655.0,2024-Q4,-95.83
4W,2024,Q4,8863.0,2024-Q4,-81.0
4W,2024,Q4,4105.0,2024-Q4,-53.68
4W,2024,Q4,3983.0,2024-Q4,-2.97
4W,2024,Q4,902.0,2024-Q4,-77.35
4W,2024,Q4,74860.0,2024-Q4,8199.33
4W,2024,Q4,1251.0,2024-Q4,-98.33
4W,2024,Q4,5678.0,2024-Q4,353.88
4W,2024,Q4,157469.0,2024-Q4,2673.32
4W,2024,Q4,1159889.0,2024-Q4,636.58
4W,2024,Q4,74478.0,2024-Q4,-93.58
4W,2024,Q4,9772.0,2024-Q4,-86.88
4W,2024,Q4,3043.0,2024-Q4,-68.86
4W,2024,Q4,5238.0,2024-Q4,72.13
4W,2024,Q4,855.0,2024-Q4,-83.68
4W,2024,Q4,68283.0,2024-Q4,7886.32
4W,2024,Q4,1023.0,2024-Q4,-98.5
4W,2024,Q4,8477.0,2024-Q4,728.64
4W,2024,Q4,155230.0,2024-Q4,1731.19
4W,2024,Q4,1293406.0,2024-Q4,733.22
4W,2024,Q4,81625.0,2024-Q4,-93.69
4W,2024,Q4,9583.0,2024-Q4,-88.26
4W,2024,Q4,2850.0,2024-Q4,-70.26
4W,2024,Q4,5685.0,2024-Q4,99.47
4W,2024,Q4,,2024-Q4,0.0
4W,2024,Q4,,2024-Q4,0.0
4W,2024,Q4,,2024-Q4,0.0
4W,2024,Q4,,2024-Q4,0.0
4W,2024,Q4,,2024-Q4,0.0
4W,2024,Q4,,2024-Q4,0.0
4W,2024,Q4,,2024-Q4,0.0
4W,2024,Q4,,2024-Q4,0.0
4W,2024,Q4,,2024-Q4,0.0
4W,2024,Q4,,2024-Q4,0.0
4W,2025,Q1,618.0,2025-Q1,-89.13
4W,2025,Q1,52329.0,2025-Q1,8367.48
4W,2025,Q1,1470.0,2025-Q1,-97.19
4W,2025,Q1,1407.0,2025-Q1,-4.29
4W,2025,Q1,143973.0,2025-Q1,10132.62
4W,2025,Q1,1109097.0,2025-Q1,670.35
4W,2025,Q1,23184.0,2025-Q1,-97.91
4W,2025,Q1,12403.0,2025-Q1,-46.5
4W,2025,Q1,5985.0,2025-Q1,-51.75
4W,2025,Q1,1509.0,2025-Q1,-74.79
4W,2025,Q1,666.0,2025-Q1,-55.86
4W,2025,Q1,66227.0,2025-Q1,9843.99
4W,2025,Q1,1464.0,2025-Q1,-97.79
4W,2025,Q1,2910.0,2025-Q1,98.77
4W,2025,Q1,148228.0,2025-Q1,4993.75
4W,2025,Q1,1008409.0,2025-Q1,580.31
4W,2025,Q1,29445.0,2025-Q1,-97.08
4W,2025,Q1,11113.0,2025-Q1,-62.26
4W,2025,Q1,3924.0,2025-Q1,-64.69
4W,2025,Q1,1823.0,2025-Q1,-53.54
4W,2025,Q1,813.0,2025-Q1,-55.4
4W,2025,Q1,85363.0,2025-Q1,10399.75
4W,2025,Q1,1491.0,2025-Q1,-98.25
4W,2025,Q1,5186.0,2025-Q1,247.82
4W,2025,Q1,163087.0,2025-Q1,3044.76
4W,2025,Q1,1144394.0,2025-Q1,601.71
4W,2025,Q1,55606.0,2025-Q1,-95.14
4W,2025,Q1,9553.0,2025-Q1,-82.82
4W,2025,Q1,3294.0,2025-Q1,-65.52
4W,2025,Q1,5106.0,2025-Q1,55.01
4W,2025,Q1,987.0,2025-Q1,-80.67
4W,2025,Q1,81261.0,2025-Q1,8133.13
4W,2025,Q1,1250.0,2025-Q1,-98.46
4W,2025,Q1,8346.0,2025-Q1,567.68
4W,2025,Q1,158622.0,2025-Q1,1800.58
4W,2025,Q1,1217099.0,2025-Q1,667.3
4W,2025,Q1,95384.0,2025-Q1,-92.16
4W,2025,Q1,9687.0,2025-Q1,-89.84
4W,2025,Q1,3238.0,2025-Q1,-66.57
4W,2025,Q1,6796.0,2025-Q1,109.88
4W,2025,Q1,825.0,2025-Q1,-87.86
4W,2025,Q1,76555.0,2025-Q1,9179.39
4W,2025,Q1,1194.0,2025-Q1,-98.44
4W,2025,Q1,8964.0,2025-Q1,650.75
4W,2025,Q1,160394.0,2025-Q1,1689.31
4W,2025,Q1,1282945.0,2025-Q1,699.87
4W,2025,Q1,99894.0,2025-Q1,-92.21
4W,2025,Q1,11231.0,2025-Q1,-88.76
4W,2025,Q1,2870.0,2025-Q1,-74.45
4W,2025,Q1,7671.0,2025-Q1,167.28
4W,2025,Q2,466.0,2025-Q2,-93.93
4W,2025,Q2,33058.0,2025-Q2,6993.99
4W,2025,Q2,850.0,2025-Q2,-97.43
4W,2025,Q2,1444.0,2025-Q2,69.88
4W,2025,Q2,76328.0,2025-Q2,5185.87
4W,2025,Q2,629999.0,2025-Q2,725.38
4W,2025,Q2,15250.0,2025-Q2,-97.58
4W,2025,Q2,6443.0,2025-Q2,-57.75
4W,2025,Q2,2695.0,2025-Q2,-58.17
4W,2025,Q2,1001.0,2025-Q2,-62.86
4W,2025,Q2,644.0,2025-Q2,-35.66
4W,2025,Q2,68880.0,2025-Q2,10595.65
4W,2025,Q2,1433.0,2025-Q2,-97.92
4W,2025,Q2,2809.0,2025-Q2,96.02
4W,2025,Q2,141112.0,2025-Q2,4923.57
4W,2025,Q2,1006936.0,2025-Q2,613.57
4W,2025,Q2,39241.0,2025-Q2,-96.1
4W,2025,Q2,9931.0,2025-Q2,-74.69
4W,2025,Q2,3469.0,2025-Q2,-65.07
4W,2025,Q2,4376.0,2025-Q2,26.15
4W,2025,Q2,937.0,2025-Q2,-78.59
4W,2025,Q2,75933.0,2025-Q2,8003.84
4W,2025,Q2,1727.0,2025-Q2,-97.73
4W,2025,Q2,6101.0,2025-Q2,253.27
4W,2025,Q2,138703.0,2025-Q2,2173.45
4W,2025,Q2,1049479.0,2025-Q2,656.64
4W,2025,Q2,68760.0,2025-Q2,-93.45
4W,2025,Q2,9003.0,2025-Q2,-86.91
4W,2025,Q2,2857.0,2025-Q2,-68.27
4W,2025,Q2,8822.0,2025-Q2,208.79
4W,2025,Q2,974.0,2025-Q2,-88.96
4W,2025,Q2,72145.0,2025-Q2,7307.08
4W,2025,Q2,1210.0,2025-Q2,-98.32
4W,2025,Q2,7967.0,2025-Q2,558.43
4W,2025,Q2,135789.0,2025-Q2,1604.39
4W,2025,Q2,1054954.0,2025-Q2,676.91
4W,2025,Q2,94353.0,2025-Q2,-91.06
4W,2025,Q2,9179.0,2025-Q2,-90.27
4W,2025,Q2,2609.0,2025-Q2,-71.58
4W,2025,Q2,9807.0,2025-Q2,275.89
4W,2025,Q2,798.0,2025-Q2,-91.86
4W,2025,Q2,68640.0,2025-Q2,8501.5
4W,2025,Q2,1339.0,2025-Q2,-98.05
4W,2025,Q2,9521.0,2025-Q2,611.05
4W,2025,Q2,135859.0,2025-Q2,1326.94
4W,2025,Q2,1098014.0,2025-Q2,708.2
4W,2025,Q2,98266.0,2025-Q2,-91.05
4W,2025,Q2,10249.0,2025-Q2,-89.57
4W,2025,Q2,2486.0,2025-Q2,-75.74
4W,2025,Q2,11380.0,2025-Q2,357.76
4W,2025,Q3,595.0,2025-Q3,-94.77
4W,2025,Q3,39706.0,2025-Q3,6573.28
4W,2025,Q3,1150.0,2025-Q3,-97.1
4W,2025,Q3,1792.0,2025-Q3,55.83
4W,2025,Q3,130471.0,2025-Q3,7180.75
4W,2025,Q3,1038327.0,2025-Q3,695.83
4W,2025,Q3,23218.0,2025-Q3,-97.76
4W,2025,Q3,9281.0,2025-Q3,-60.03
4W,2025,Q3,4548.0,2025-Q3,-51.0
4W,2025,Q3,1196.0,2025-Q3,-73.7
4W,2025,Q3,684.0,2025-Q3,-42.81
4W,2025,Q3,58411.0,2025-Q3,8439.62
4W,2025,Q3,1279.0,2025-Q3,-97.81
4W,2025,Q3,3813.0,2025-Q3,198.12
4W,2025,Q3,145166.0,2025-Q3,3707.13
4W,2025,Q3,1000573.0,2025-Q3,589.26
4W,2025,Q3,49534.0,2025-Q3,-95.05
4W,2025,Q3,8545.0,2025-Q3,-82.75
4W,2025,Q3,3236.0,2025-Q3,-62.13
4W,2025,Q3,5914.0,2025-Q3,82.76
4W,2025,Q3,903.0,2025-Q3,-84.73
4W,2025,Q3,64951.0,2025-Q3,7092.8
4W,2025,Q3,1312.0,2025-Q3,-97.98
4W,2025,Q3,4740.0,2025-Q3,261.28
4W,2025,Q3,144016.0,2025-Q3,2938.31
4W,2025,Q3,1085068.0,2025-Q3,653.44
4W,2025,Q3,86080.0,2025-Q3,-92.07
4W,2025,Q3,9122.0,2025-Q3,-89.4
4W,2025,Q3,2508.0,2025-Q3,-72.51
4W,2025,Q3,7973.0,2025-Q3,217.9
4W,2025,Q3,730.0,2025-Q3,-90.84
4W,2025,Q3,60308.0,2025-Q3,8161.37
4W,2025,Q3,1011.0,2025-Q3,-98.32
4W,2025,Q3,7818.0,2025-Q3,673.29
4W,2025,Q3,134314.0,2025-Q3,1618.01
4W,2025,Q3,1050148.0,2025-Q3,681.86
4W,2025,Q3,93253.0,2025-Q3,-91.12
4W,2025,Q3,9532.0,2025-Q3,-89.78
4W,2025,Q3,2235.0,2025-Q3,-76.55
4W,2025,Q3,8653.0,2025-Q3,287.16
4W,2025,Q3,2305.0,2025-Q3,-73.36
4W,2025,Q3,197605.0,2025-Q3,8472.89
4W,2025,Q3,3037.0,2025-Q3,-98.46
4W,2025,Q3,28043.0,2025-Q3,823.38
4W,2025,Q3,418573.0,2025-Q3,1392.61
4W,2025,Q3,3367247.0,2025-Q3,704.46
4W,2025,Q3,292576.0,2025-Q3,-91.31
4W,2025,Q3,30590.0,2025-Q3,-89.54
4W,2025,Q3,6594.0,2025-Q3,-78.44
4W,2025,Q3,29589.0,2025-Q3,348.73
4W,2025,Q4,496.0,2025-Q4,-98.32
4W,2025,Q4,47869.0,2025-Q4,9551.01
4W,2025,Q4,1283.0,2025-Q4,-97.32
4W,2025,Q4,2030.0,2025-Q4,58.22
4W,2025,Q4,131628.0,2025-Q4,6384.14
4W,2025,Q4,936492.0,2025-Q4,611.47
4W,2025,Q4,23272.0,2025-Q4,-97.51
4W,2025,Q4,10552.0,2025-Q4,-54.66
4W,2025,Q4,3931.0,2025-Q4,-62.75
4W,2025,Q4,1316.0,2025-Q4,-66.52
4W,2025,Q4,813.0,2025-Q4,-38.22
4W,2025,Q4,68560.0,2025-Q4,8332.96
4W,2025,Q4,1565.0,2025-Q4,-97.72
4W,2025,Q4,3888.0,2025-Q4,148.43
4W,2025,Q4,158684.0,2025-Q4,3981.38
4W,2025,Q4,1117867.0,2025-Q4,604.46
4W,2025,Q4,46655.0,2025-Q4,-95.83
4W,2025,Q4,8863.0,2025-Q4,-81.0
4W,2025,Q4,4105.0,2025-Q4,-53.68
4W,2025,Q4,3983.0,2025-Q4,-2.97
4W,2025,Q4,902.0,2025-Q4,-77.35
4W,2025,Q4,74860.0,2025-Q4,8199.33
4W,2025,Q4,1251.0,2025-Q4,-98.33
4W,2025,Q4,5678.0,2025-Q4,353.88
4W,2025,Q4,157469.0,2025-Q4,2673.32
4W,2025,Q4,1159889.0,2025-Q4,636.58
4W,2025,Q4,74478.0,2025-Q4,-93.58
4W,2025,Q4,9772.0,2025-Q4,-86.88
4W,2025,Q4,3043.0,2025-Q4,-68.86
4W,2025,Q4,5238.0,2025-Q4,72.13
4W,2025,Q4,855.0,2025-Q4,-83.68
4W,2025,Q4,68283.0,2025-Q4,7886.32
4W,2025,Q4,1023.0,2025-Q4,-98.5
4W,2025,Q4,8477.0,2025-Q4,728.64
4W,2025,Q4,155230.0,2025-Q4,1731.19
4W,2025,Q4,1293406.0,2025-Q4,733.22
4W,2025,Q4,81625.0,2025-Q4,-93.69
4W,2025,Q4,9583.0,2025-Q4,-88.26
4W,2025,Q4,2850.0,2025-Q4,-70.26
4W,2025,Q4,5685.0,2025-Q4,99.47
4W,2025,Q4,,2025-Q4,0.0
4W,2025,Q4,,2025-Q4,0.0
4W,2025,Q4,,2025-Q4,0.0
4W,2025,Q4,,2025-Q4,0.0
4W,2025,Q4,,2025-Q4,0.0
4W,2025,Q4,,2025-Q4,0.0
4W,2025,Q4,,2025-Q4,0.0
4W,2025,Q4,,2025-Q4,0.0
4W,2025,Q4,,2025-Q4,0.0
4W,2025,Q4,,2025-Q4,0.0
